snapshot_id,item_id,branch_id,platform_id,base_price,original_price,discount_type,discount_value,effective_price,delivery_fee_share,is_vat_inclusive,scraped_at
214,talabat_780202_3363465576,talabat_780202,talabat,16.0,,NO_DISCOUNT,,16.0,,0,2026-07-01T09:10:56.134975
215,talabat_780202_3363465577,talabat_780202,talabat,18.0,,NO_DISCOUNT,,18.0,,0,2026-07-01T09:10:56.134975
216,talabat_780202_3363465578,talabat_780202,talabat,28.0,,NO_DISCOUNT,,28.0,,0,2026-07-01T09:10:56.134975
217,talabat_780202_3363465579,talabat_780202,talabat,21.0,,NO_DISCOUNT,,21.0,,0,2026-07-01T09:10:56.134975
218,talabat_780202_3363465580,talabat_780202,talabat,26.0,,NO_DISCOUNT,,26.0,,0,2026-07-01T09:10:56.134975
219,talabat_780202_3363465581,talabat_780202,talabat,33.0,,NO_DISCOUNT,,33.0,,0,2026-07-01T09:10:56.134975
220,talabat_780202_3363465584,talabat_780202,talabat,22.0,,NO_DISCOUNT,,22.0,,0,2026-07-01T09:10:56.134975
221,talabat_780202_3363465585,talabat_780202,talabat,16.0,,NO_DISCOUNT,,16.0,,0,2026-07-01T09:10:56.134975
222,talabat_780202_3363465586,talabat_780202,talabat,19.0,,NO_DISCOUNT,,19.0,,0,2026-07-01T09:10:56.134975
223,talabat_780202_3363465587,talabat_780202,talabat,15.0,,NO_DISCOUNT,,15.0,,0,2026-07-01T09:10:56.134975
224,talabat_780202_3363465589,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:56.134975
225,talabat_780202_3363465590,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:56.134975
226,talabat_780202_3363465591,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:56.134975
227,talabat_780202_3363465592,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:56.134975
228,talabat_780202_3363465593,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:56.134975
229,talabat_780202_3363465594,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:56.134975
230,talabat_780202_3363465597,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:56.134975
231,talabat_780202_3363465598,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:56.134975
232,talabat_780202_3363465601,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:56.134975
233,talabat_780202_3363465613,talabat_780202,talabat,20.0,,NO_DISCOUNT,,20.0,,0,2026-07-01T09:10:56.134975
234,talabat_780202_3363465614,talabat_780202,talabat,14.0,,NO_DISCOUNT,,14.0,,0,2026-07-01T09:10:56.134975
235,talabat_780202_3363465612,talabat_780202,talabat,14.0,,NO_DISCOUNT,,14.0,,0,2026-07-01T09:10:56.134975
236,talabat_780202_3363465619,talabat_780202,talabat,14.0,,NO_DISCOUNT,,14.0,,0,2026-07-01T09:10:56.134975
237,talabat_780202_3363465625,talabat_780202,talabat,12.5,,NO_DISCOUNT,,12.5,,0,2026-07-01T09:10:56.134975
238,talabat_780202_3363465620,talabat_780202,talabat,14.0,,NO_DISCOUNT,,14.0,,0,2026-07-01T09:10:56.134975
239,talabat_780202_3363465638,talabat_780202,talabat,20.0,,NO_DISCOUNT,,20.0,,0,2026-07-01T09:10:56.134975
240,talabat_780202_3363465633,talabat_780202,talabat,20.0,,NO_DISCOUNT,,20.0,,0,2026-07-01T09:10:56.134975
241,talabat_780202_3363465632,talabat_780202,talabat,12.5,,NO_DISCOUNT,,12.5,,0,2026-07-01T09:10:56.134975
242,talabat_780202_3394418217,talabat_780202,talabat,14.0,,NO_DISCOUNT,,14.0,,0,2026-07-01T09:10:56.134975
243,talabat_780202_3363465657,talabat_780202,talabat,14.0,,NO_DISCOUNT,,14.0,,0,2026-07-01T09:10:56.134975
244,talabat_780202_3363465626,talabat_780202,talabat,20.0,,NO_DISCOUNT,,20.0,,0,2026-07-01T09:10:56.134975
245,talabat_780202_3363465641,talabat_780202,talabat,15.0,,NO_DISCOUNT,,15.0,,0,2026-07-01T09:10:56.134975
246,talabat_780202_3363465656,talabat_780202,talabat,12.0,,NO_DISCOUNT,,12.0,,0,2026-07-01T09:10:56.134975
247,talabat_780202_3363465645,talabat_780202,talabat,8.0,,NO_DISCOUNT,,8.0,,0,2026-07-01T09:10:56.134975
248,talabat_780202_3363465646,talabat_780202,talabat,9.0,,NO_DISCOUNT,,9.0,,0,2026-07-01T09:10:56.134975
249,talabat_780202_3363465658,talabat_780202,talabat,15.0,,NO_DISCOUNT,,15.0,,0,2026-07-01T09:10:56.134975
250,talabat_780202_3363465618,talabat_780202,talabat,14.0,,NO_DISCOUNT,,14.0,,0,2026-07-01T09:10:56.134975
251,talabat_780202_3363465621,talabat_780202,talabat,15.0,,NO_DISCOUNT,,15.0,,0,2026-07-01T09:10:56.134975
252,talabat_780202_3363465608,talabat_780202,talabat,14.0,,NO_DISCOUNT,,14.0,,0,2026-07-01T09:10:56.134975
253,talabat_780202_3363465628,talabat_780202,talabat,12.5,,NO_DISCOUNT,,12.5,,0,2026-07-01T09:10:56.134975
254,talabat_780202_3363465617,talabat_780202,talabat,14.0,,NO_DISCOUNT,,14.0,,0,2026-07-01T09:10:56.134975
255,talabat_780202_3363465647,talabat_780202,talabat,12.0,,NO_DISCOUNT,,12.0,,0,2026-07-01T09:10:56.134975
256,talabat_780202_3363465640,talabat_780202,talabat,15.0,,NO_DISCOUNT,,15.0,,0,2026-07-01T09:10:56.134975
257,talabat_780202_3363465624,talabat_780202,talabat,6.5,,NO_DISCOUNT,,6.5,,0,2026-07-01T09:10:56.134975
258,talabat_780202_3363465623,talabat_780202,talabat,20.0,,NO_DISCOUNT,,20.0,,0,2026-07-01T09:10:56.134975
259,talabat_780202_3363465664,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:56.134975
260,talabat_780202_3363465665,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:56.134975
261,talabat_780202_3363465666,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:56.134975
262,talabat_780202_3363465669,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:56.134975
263,talabat_780202_3363465670,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:56.134975
264,talabat_780202_3363465671,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:56.134975
265,talabat_780202_3363465679,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:56.134975
266,talabat_780202_3363465680,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:56.134975
267,talabat_780202_3363465681,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:56.134975
268,talabat_780202_3363465684,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:56.134975
269,talabat_780202_3363465686,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:56.134975
270,talabat_780202_3363465693,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:56.134975
271,talabat_780202_3363465697,talabat_780202,talabat,8.0,,NO_DISCOUNT,,8.0,,0,2026-07-01T09:10:56.134975
272,talabat_780202_3363465700,talabat_780202,talabat,28.0,,NO_DISCOUNT,,28.0,,0,2026-07-01T09:10:56.134975
273,talabat_780202_3363465701,talabat_780202,talabat,20.0,,NO_DISCOUNT,,20.0,,0,2026-07-01T09:10:56.134975
274,talabat_780202_3363465702,talabat_780202,talabat,25.0,,NO_DISCOUNT,,25.0,,0,2026-07-01T09:10:56.134975
275,talabat_780202_3363465704,talabat_780202,talabat,31.0,,NO_DISCOUNT,,31.0,,0,2026-07-01T09:10:56.134975
276,talabat_780202_3363465705,talabat_780202,talabat,29.0,,NO_DISCOUNT,,29.0,,0,2026-07-01T09:10:56.134975
277,talabat_780202_3363465706,talabat_780202,talabat,31.0,,NO_DISCOUNT,,31.0,,0,2026-07-01T09:10:56.134975
278,talabat_780202_3363465710,talabat_780202,talabat,27.5,,NO_DISCOUNT,,27.5,,0,2026-07-01T09:10:56.134975
279,talabat_780202_3363465711,talabat_780202,talabat,15.0,,NO_DISCOUNT,,15.0,,0,2026-07-01T09:10:56.134975
280,talabat_780202_3363465712,talabat_780202,talabat,9.0,,NO_DISCOUNT,,9.0,,0,2026-07-01T09:10:56.134975
281,talabat_780202_3363465714,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:56.134975
282,talabat_780202_3363465716,talabat_780202,talabat,28.0,,NO_DISCOUNT,,28.0,,0,2026-07-01T09:10:56.134975
283,talabat_780202_3363465717,talabat_780202,talabat,19.0,,NO_DISCOUNT,,19.0,,0,2026-07-01T09:10:56.134975
284,talabat_780202_3363465720,talabat_780202,talabat,17.0,,NO_DISCOUNT,,17.0,,0,2026-07-01T09:10:56.134975
285,talabat_780202_3363465721,talabat_780202,talabat,28.0,,NO_DISCOUNT,,28.0,,0,2026-07-01T09:10:56.134975
286,talabat_780202_3363465723,talabat_780202,talabat,18.0,,NO_DISCOUNT,,18.0,,0,2026-07-01T09:10:56.134975
287,talabat_780202_3363465724,talabat_780202,talabat,24.0,,NO_DISCOUNT,,24.0,,0,2026-07-01T09:10:56.134975
288,talabat_780202_3363465727,talabat_780202,talabat,18.0,,NO_DISCOUNT,,18.0,,0,2026-07-01T09:10:56.134975
289,talabat_780202_3363465728,talabat_780202,talabat,27.5,,NO_DISCOUNT,,27.5,,0,2026-07-01T09:10:56.134975
290,talabat_780202_3363465729,talabat_780202,talabat,29.0,,NO_DISCOUNT,,29.0,,0,2026-07-01T09:10:56.134975
291,talabat_780202_3363465733,talabat_780202,talabat,19.0,,NO_DISCOUNT,,19.0,,0,2026-07-01T09:10:56.134975
292,talabat_780202_3363465734,talabat_780202,talabat,13.0,,NO_DISCOUNT,,13.0,,0,2026-07-01T09:10:56.134975
293,talabat_780202_3363465735,talabat_780202,talabat,23.0,,NO_DISCOUNT,,23.0,,0,2026-07-01T09:10:56.134975
294,talabat_780202_3363465736,talabat_780202,talabat,80.0,,NO_DISCOUNT,,80.0,,0,2026-07-01T09:10:56.134975
295,talabat_780202_3363465737,talabat_780202,talabat,90.0,,NO_DISCOUNT,,90.0,,0,2026-07-01T09:10:56.134975
296,talabat_780202_3363465738,talabat_780202,talabat,105.0,,NO_DISCOUNT,,105.0,,0,2026-07-01T09:10:56.134975
297,talabat_780202_3363465739,talabat_780202,talabat,75.0,,NO_DISCOUNT,,75.0,,0,2026-07-01T09:10:56.134975
298,talabat_780202_3363465740,talabat_780202,talabat,95.0,,NO_DISCOUNT,,95.0,,0,2026-07-01T09:10:56.134975
299,talabat_780202_3363465741,talabat_780202,talabat,80.0,,NO_DISCOUNT,,80.0,,0,2026-07-01T09:10:56.134975
300,talabat_780202_3363465742,talabat_780202,talabat,15.0,,NO_DISCOUNT,,15.0,,0,2026-07-01T09:10:56.134975
301,talabat_780202_3391586030,talabat_780202,talabat,16.0,,NO_DISCOUNT,,16.0,,0,2026-07-01T09:10:56.134975
302,talabat_780202_3363465763,talabat_780202,talabat,20.0,,NO_DISCOUNT,,20.0,,0,2026-07-01T09:10:56.134975
303,talabat_780202_3363465766,talabat_780202,talabat,21.0,,NO_DISCOUNT,,21.0,,0,2026-07-01T09:10:56.134975
304,talabat_780202_3363465767,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:56.134975
305,talabat_780202_3363465780,talabat_780202,talabat,20.0,,NO_DISCOUNT,,20.0,,0,2026-07-01T09:10:56.134975
306,talabat_780202_3363465781,talabat_780202,talabat,34.0,,NO_DISCOUNT,,34.0,,0,2026-07-01T09:10:56.134975
307,talabat_780202_3363465782,talabat_780202,talabat,24.0,,NO_DISCOUNT,,24.0,,0,2026-07-01T09:10:56.134975
308,talabat_780202_3363465783,talabat_780202,talabat,29.0,,NO_DISCOUNT,,29.0,,0,2026-07-01T09:10:56.134975
309,talabat_780202_3363465784,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:56.134975
310,talabat_780202_3363465785,talabat_780202,talabat,26.0,,NO_DISCOUNT,,26.0,,0,2026-07-01T09:10:56.134975
311,talabat_780202_3363465786,talabat_780202,talabat,24.0,,NO_DISCOUNT,,24.0,,0,2026-07-01T09:10:56.134975
312,talabat_780202_3363465788,talabat_780202,talabat,31.0,,NO_DISCOUNT,,31.0,,0,2026-07-01T09:10:56.134975
313,talabat_780202_3363465789,talabat_780202,talabat,24.0,,NO_DISCOUNT,,24.0,,0,2026-07-01T09:10:56.134975
314,talabat_780202_3363465790,talabat_780202,talabat,24.0,,NO_DISCOUNT,,24.0,,0,2026-07-01T09:10:56.134975
315,talabat_780202_3363465791,talabat_780202,talabat,18.0,,NO_DISCOUNT,,18.0,,0,2026-07-01T09:10:56.134975
316,talabat_780202_3363465793,talabat_780202,talabat,23.0,,NO_DISCOUNT,,23.0,,0,2026-07-01T09:10:56.134975
317,talabat_780202_3363465794,talabat_780202,talabat,18.0,,NO_DISCOUNT,,18.0,,0,2026-07-01T09:10:56.134975
318,talabat_780202_3363465795,talabat_780202,talabat,18.0,,NO_DISCOUNT,,18.0,,0,2026-07-01T09:10:56.134975
319,talabat_780202_3363465796,talabat_780202,talabat,20.0,,NO_DISCOUNT,,20.0,,0,2026-07-01T09:10:56.134975
320,talabat_780202_3363465797,talabat_780202,talabat,23.0,,NO_DISCOUNT,,23.0,,0,2026-07-01T09:10:56.134975
321,talabat_780202_3363465800,talabat_780202,talabat,18.0,,NO_DISCOUNT,,18.0,,0,2026-07-01T09:10:56.134975
322,talabat_780202_3363465801,talabat_780202,talabat,20.0,,NO_DISCOUNT,,20.0,,0,2026-07-01T09:10:56.134975
323,talabat_780202_3363465802,talabat_780202,talabat,18.0,,NO_DISCOUNT,,18.0,,0,2026-07-01T09:10:56.134975
324,talabat_780202_3363465803,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:56.134975
325,talabat_600747_2398587866,talabat_600747,talabat,95.0,,NO_DISCOUNT,,95.0,,0,2026-07-01T09:10:59.442458
326,talabat_600747_2398587867,talabat_600747,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:59.442458
327,talabat_600747_2398587872,talabat_600747,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:59.442458
328,talabat_600747_2398587875,talabat_600747,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:59.442458
329,talabat_600747_2398587896,talabat_600747,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:59.442458
330,talabat_600747_2398587901,talabat_600747,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:59.442458
331,talabat_600747_2398587913,talabat_600747,talabat,35.0,,NO_DISCOUNT,,35.0,,0,2026-07-01T09:10:59.442458
332,talabat_600747_2398587916,talabat_600747,talabat,34.0,,NO_DISCOUNT,,34.0,,0,2026-07-01T09:10:59.442458
333,talabat_600747_2398587920,talabat_600747,talabat,40.0,,NO_DISCOUNT,,40.0,,0,2026-07-01T09:10:59.442458
334,talabat_600747_2398587921,talabat_600747,talabat,34.0,,NO_DISCOUNT,,34.0,,0,2026-07-01T09:10:59.442458
335,talabat_600747_2398587923,talabat_600747,talabat,33.0,,NO_DISCOUNT,,33.0,,0,2026-07-01T09:10:59.442458
336,talabat_600747_2398587924,talabat_600747,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:59.442458
337,talabat_600747_2398587925,talabat_600747,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:59.442458
338,talabat_600747_2398587927,talabat_600747,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:59.442458
339,talabat_600747_2398587930,talabat_600747,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:59.442458
340,talabat_600747_2398587931,talabat_600747,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:59.442458
341,talabat_600747_2398587934,talabat_600747,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:59.442458
342,talabat_600747_2398587937,talabat_600747,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:59.442458
343,talabat_600747_2398587938,talabat_600747,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:59.442458
344,talabat_600747_2398587940,talabat_600747,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:59.442458
345,talabat_600747_2398587943,talabat_600747,talabat,37.0,,NO_DISCOUNT,,37.0,,0,2026-07-01T09:10:59.442458
346,talabat_600747_2398587946,talabat_600747,talabat,37.0,,NO_DISCOUNT,,37.0,,0,2026-07-01T09:10:59.442458
347,talabat_600747_2398587949,talabat_600747,talabat,37.5,,NO_DISCOUNT,,37.5,,0,2026-07-01T09:10:59.442458
348,talabat_600747_2398587951,talabat_600747,talabat,36.0,,NO_DISCOUNT,,36.0,,0,2026-07-01T09:10:59.442458
349,talabat_600747_2398587952,talabat_600747,talabat,36.0,,NO_DISCOUNT,,36.0,,0,2026-07-01T09:10:59.442458
350,talabat_600747_2398587955,talabat_600747,talabat,36.0,,NO_DISCOUNT,,36.0,,0,2026-07-01T09:10:59.442458
351,talabat_600747_2398587960,talabat_600747,talabat,36.0,,NO_DISCOUNT,,36.0,,0,2026-07-01T09:10:59.442458
352,talabat_600747_2398587964,talabat_600747,talabat,45.0,,NO_DISCOUNT,,45.0,,0,2026-07-01T09:10:59.442458
353,talabat_600747_2398587968,talabat_600747,talabat,39.0,,NO_DISCOUNT,,39.0,,0,2026-07-01T09:10:59.442458
354,talabat_600747_2398587970,talabat_600747,talabat,41.0,,NO_DISCOUNT,,41.0,,0,2026-07-01T09:10:59.442458
355,talabat_600747_2398587977,talabat_600747,talabat,39.0,,NO_DISCOUNT,,39.0,,0,2026-07-01T09:10:59.442458
356,talabat_600747_2398587983,talabat_600747,talabat,41.0,,NO_DISCOUNT,,41.0,,0,2026-07-01T09:10:59.442458
357,talabat_600747_2398588022,talabat_600747,talabat,40.0,,NO_DISCOUNT,,40.0,,0,2026-07-01T09:10:59.442458
358,talabat_600747_2398588046,talabat_600747,talabat,35.0,,NO_DISCOUNT,,35.0,,0,2026-07-01T09:10:59.442458
359,talabat_600747_2398588059,talabat_600747,talabat,45.0,,NO_DISCOUNT,,45.0,,0,2026-07-01T09:10:59.442458
360,talabat_600747_2398588070,talabat_600747,talabat,39.0,,NO_DISCOUNT,,39.0,,0,2026-07-01T09:10:59.442458
361,talabat_600747_2398588089,talabat_600747,talabat,17.5,,NO_DISCOUNT,,17.5,,0,2026-07-01T09:10:59.442458
362,talabat_600747_2398588102,talabat_600747,talabat,17.5,,NO_DISCOUNT,,17.5,,0,2026-07-01T09:10:59.442458
363,talabat_600747_2398588107,talabat_600747,talabat,15.0,,NO_DISCOUNT,,15.0,,0,2026-07-01T09:10:59.442458
364,talabat_600747_2398588113,talabat_600747,talabat,15.0,,NO_DISCOUNT,,15.0,,0,2026-07-01T09:10:59.442458
365,talabat_600747_2398588118,talabat_600747,talabat,5.0,,NO_DISCOUNT,,5.0,,0,2026-07-01T09:10:59.442458
366,talabat_600747_2398588125,talabat_600747,talabat,14.0,,NO_DISCOUNT,,14.0,,0,2026-07-01T09:10:59.442458
367,talabat_600747_2398588129,talabat_600747,talabat,19.0,,NO_DISCOUNT,,19.0,,0,2026-07-01T09:10:59.442458
368,talabat_600747_2398588132,talabat_600747,talabat,24.0,,NO_DISCOUNT,,24.0,,0,2026-07-01T09:10:59.442458
369,talabat_600747_2398588135,talabat_600747,talabat,24.0,,NO_DISCOUNT,,24.0,,0,2026-07-01T09:10:59.442458
370,talabat_600747_2398588138,talabat_600747,talabat,24.0,,NO_DISCOUNT,,24.0,,0,2026-07-01T09:10:59.442458
371,talabat_600747_2398588142,talabat_600747,talabat,16.0,,NO_DISCOUNT,,16.0,,0,2026-07-01T09:10:59.442458
372,talabat_600747_2398588146,talabat_600747,talabat,18.0,,NO_DISCOUNT,,18.0,,0,2026-07-01T09:10:59.442458
373,talabat_600747_2398588149,talabat_600747,talabat,21.0,,NO_DISCOUNT,,21.0,,0,2026-07-01T09:10:59.442458
374,talabat_600747_2398588152,talabat_600747,talabat,16.0,,NO_DISCOUNT,,16.0,,0,2026-07-01T09:10:59.442458
375,talabat_600747_2398588156,talabat_600747,talabat,19.0,,NO_DISCOUNT,,19.0,,0,2026-07-01T09:10:59.442458
376,talabat_600747_2398588160,talabat_600747,talabat,15.0,,NO_DISCOUNT,,15.0,,0,2026-07-01T09:10:59.442458
377,talabat_600747_2398588164,talabat_600747,talabat,13.5,,NO_DISCOUNT,,13.5,,0,2026-07-01T09:10:59.442458
378,talabat_600747_2398588167,talabat_600747,talabat,18.5,,NO_DISCOUNT,,18.5,,0,2026-07-01T09:10:59.442458
379,talabat_600747_2398588170,talabat_600747,talabat,22.5,,NO_DISCOUNT,,22.5,,0,2026-07-01T09:10:59.442458
380,talabat_600747_2398588173,talabat_600747,talabat,22.0,,NO_DISCOUNT,,22.0,,0,2026-07-01T09:10:59.442458
381,talabat_600747_2398588178,talabat_600747,talabat,21.0,,NO_DISCOUNT,,21.0,,0,2026-07-01T09:10:59.442458
382,talabat_600747_2398588182,talabat_600747,talabat,13.5,,NO_DISCOUNT,,13.5,,0,2026-07-01T09:10:59.442458
383,talabat_600747_2398588190,talabat_600747,talabat,19.0,,NO_DISCOUNT,,19.0,,0,2026-07-01T09:10:59.442458
384,talabat_600747_2398588193,talabat_600747,talabat,102.5,,NO_DISCOUNT,,102.5,,0,2026-07-01T09:10:59.442458
385,talabat_600747_2398588195,talabat_600747,talabat,77.5,,NO_DISCOUNT,,77.5,,0,2026-07-01T09:10:59.442458
386,talabat_600747_2398588206,talabat_600747,talabat,102.5,,NO_DISCOUNT,,102.5,,0,2026-07-01T09:10:59.442458
387,talabat_600747_2398588209,talabat_600747,talabat,95.0,,NO_DISCOUNT,,95.0,,0,2026-07-01T09:10:59.442458
388,talabat_600747_2398588214,talabat_600747,talabat,13.75,,NO_DISCOUNT,,13.75,,0,2026-07-01T09:10:59.442458
389,talabat_600747_2398588217,talabat_600747,talabat,22.0,,NO_DISCOUNT,,22.0,,0,2026-07-01T09:10:59.442458
390,talabat_600747_2398588220,talabat_600747,talabat,15.0,,NO_DISCOUNT,,15.0,,0,2026-07-01T09:10:59.442458
391,talabat_600747_2398588223,talabat_600747,talabat,13.5,,NO_DISCOUNT,,13.5,,0,2026-07-01T09:10:59.442458
392,talabat_600747_2398588226,talabat_600747,talabat,13.5,,NO_DISCOUNT,,13.5,,0,2026-07-01T09:10:59.442458
393,talabat_600747_2398588228,talabat_600747,talabat,13.5,,NO_DISCOUNT,,13.5,,0,2026-07-01T09:10:59.442458
394,talabat_600747_2398588230,talabat_600747,talabat,17.5,,NO_DISCOUNT,,17.5,,0,2026-07-01T09:10:59.442458
395,talabat_600747_2398588233,talabat_600747,talabat,22.5,,NO_DISCOUNT,,22.5,,0,2026-07-01T09:10:59.442458
396,talabat_600747_2398588235,talabat_600747,talabat,22.5,,NO_DISCOUNT,,22.5,,0,2026-07-01T09:10:59.442458
397,talabat_600747_2398588244,talabat_600747,talabat,5.0,,NO_DISCOUNT,,5.0,,0,2026-07-01T09:10:59.442458
398,talabat_600747_2398588247,talabat_600747,talabat,31.0,,NO_DISCOUNT,,31.0,,0,2026-07-01T09:10:59.442458
399,talabat_600747_2398588249,talabat_600747,talabat,14.0,,NO_DISCOUNT,,14.0,,0,2026-07-01T09:10:59.442458
400,talabat_600747_2398588253,talabat_600747,talabat,23.0,,NO_DISCOUNT,,23.0,,0,2026-07-01T09:10:59.442458
401,talabat_600747_2398588257,talabat_600747,talabat,17.5,,NO_DISCOUNT,,17.5,,0,2026-07-01T09:10:59.442458
402,talabat_600747_2398588259,talabat_600747,talabat,20.0,,NO_DISCOUNT,,20.0,,0,2026-07-01T09:10:59.442458
403,talabat_600747_2398588262,talabat_600747,talabat,25.0,,NO_DISCOUNT,,25.0,,0,2026-07-01T09:10:59.442458
404,talabat_600747_2398588263,talabat_600747,talabat,20.0,,NO_DISCOUNT,,20.0,,0,2026-07-01T09:10:59.442458
405,talabat_600747_2398588266,talabat_600747,talabat,20.0,,NO_DISCOUNT,,20.0,,0,2026-07-01T09:10:59.442458
406,talabat_600747_2398588268,talabat_600747,talabat,25.0,,NO_DISCOUNT,,25.0,,0,2026-07-01T09:10:59.442458
407,talabat_600747_2398587405,talabat_600747,talabat,15.0,,NO_DISCOUNT,,15.0,,0,2026-07-01T09:10:59.442458
408,talabat_600747_2398587410,talabat_600747,talabat,22.5,,NO_DISCOUNT,,22.5,,0,2026-07-01T09:10:59.442458
409,talabat_600747_2398587419,talabat_600747,talabat,20.0,,NO_DISCOUNT,,20.0,,0,2026-07-01T09:10:59.442458
410,talabat_600747_2398587425,talabat_600747,talabat,20.0,,NO_DISCOUNT,,20.0,,0,2026-07-01T09:10:59.442458
411,talabat_600747_2398587431,talabat_600747,talabat,20.0,,NO_DISCOUNT,,20.0,,0,2026-07-01T09:10:59.442458
412,talabat_600747_2398587438,talabat_600747,talabat,15.0,,NO_DISCOUNT,,15.0,,0,2026-07-01T09:10:59.442458
413,talabat_600747_2398587444,talabat_600747,talabat,21.0,,NO_DISCOUNT,,21.0,,0,2026-07-01T09:10:59.442458
414,talabat_600747_2398587450,talabat_600747,talabat,10.0,,NO_DISCOUNT,,10.0,,0,2026-07-01T09:10:59.442458
415,talabat_600747_2398587473,talabat_600747,talabat,10.0,,NO_DISCOUNT,,10.0,,0,2026-07-01T09:10:59.442458
416,talabat_600747_2398587479,talabat_600747,talabat,11.0,,NO_DISCOUNT,,11.0,,0,2026-07-01T09:10:59.442458
417,talabat_600747_2398587500,talabat_600747,talabat,11.0,,NO_DISCOUNT,,11.0,,0,2026-07-01T09:10:59.442458
418,talabat_600747_2398587512,talabat_600747,talabat,13.0,,NO_DISCOUNT,,13.0,,0,2026-07-01T09:10:59.442458
419,talabat_600747_2398587518,talabat_600747,talabat,11.0,,NO_DISCOUNT,,11.0,,0,2026-07-01T09:10:59.442458
420,talabat_600747_2398587522,talabat_600747,talabat,12.5,,NO_DISCOUNT,,12.5,,0,2026-07-01T09:10:59.442458
421,talabat_600747_2398587529,talabat_600747,talabat,11.0,,NO_DISCOUNT,,11.0,,0,2026-07-01T09:10:59.442458
422,talabat_600747_2398587537,talabat_600747,talabat,11.0,,NO_DISCOUNT,,11.0,,0,2026-07-01T09:10:59.442458
423,talabat_600747_2398587539,talabat_600747,talabat,7.0,,NO_DISCOUNT,,7.0,,0,2026-07-01T09:10:59.442458
424,talabat_600747_2398587543,talabat_600747,talabat,7.0,,NO_DISCOUNT,,7.0,,0,2026-07-01T09:10:59.442458
425,talabat_600747_2398587548,talabat_600747,talabat,9.0,,NO_DISCOUNT,,9.0,,0,2026-07-01T09:10:59.442458
426,talabat_600747_2398587553,talabat_600747,talabat,12.5,,NO_DISCOUNT,,12.5,,0,2026-07-01T09:10:59.442458
427,talabat_600747_2398587561,talabat_600747,talabat,5.0,,NO_DISCOUNT,,5.0,,0,2026-07-01T09:10:59.442458
